study_accession	field	fold	none_found	chosen_pmcid	fulltext_source	is_full_text	paper_resolved	paper_url	paper_title	manual_pdf_present	manual_pdf_readable	supp_present	gate_status	n_blank	per_sample_method	zero_reason	n_whole_field	n_per_sample	n_escalation	remaining_est	escalation_status	resolution_state	recoverability
PRJNA374958	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA374958	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA376447	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA376447	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA376447	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA376447	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA379388	country	sub10	False	PMC6033973	europepmc_fulltext	True	True	https://doi.org/10.1128/genomea.00576-18	Draft Genome Sequence of Klebsiella pneumoniae Strain ICIS-2	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA379388	collection_date	sub10	False	PMC6033973	europepmc_fulltext	True	True	https://doi.org/10.1128/genomea.00576-18	Draft Genome Sequence of Klebsiella pneumoniae Strain ICIS-2	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA379388	isolation_source	sub10	False	PMC6033973	europepmc_fulltext	True	True	https://doi.org/10.1128/genomea.00576-18	Draft Genome Sequence of Klebsiella pneumoniae Strain ICIS-2	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA379388	host	sub10	False	PMC6033973	europepmc_fulltext	True	True	https://doi.org/10.1128/genomea.00576-18	Draft Genome Sequence of Klebsiella pneumoniae Strain ICIS-2	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA380388	country	sub10	False	PMC5997705	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-018-27292-6	High genomic diversity of multi-drug resistant wastewater Es	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA380388	collection_date	sub10	False	PMC5997705	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-018-27292-6	High genomic diversity of multi-drug resistant wastewater Es	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA380388	isolation_source	sub10	False	PMC5997705	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-018-27292-6	High genomic diversity of multi-drug resistant wastewater Es	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA380388	host	sub10	False	PMC5997705	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-018-27292-6	High genomic diversity of multi-drug resistant wastewater Es	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA383436	country	sub10	False	PMC6981164	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-019-14139-5	Integrating multiple genomic technologies to investigate an 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA383436	collection_date	sub10	False	PMC6981164	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-019-14139-5	Integrating multiple genomic technologies to investigate an 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA383436	isolation_source	sub10	False	PMC6981164	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-019-14139-5	Integrating multiple genomic technologies to investigate an 	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other
PRJNA383436	host	sub10	False	PMC6981164	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-019-14139-5	Integrating multiple genomic technologies to investigate an 	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA391323	country	sub10	False	PMC5885025	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.00440-18	Genomic Analysis of a Pan-Resistant Isolate of <i>Klebsiella	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA391323	collection_date	sub10	False	PMC5885025	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.00440-18	Genomic Analysis of a Pan-Resistant Isolate of <i>Klebsiella	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA391323	isolation_source	sub10	False	PMC5885025	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.00440-18	Genomic Analysis of a Pan-Resistant Isolate of <i>Klebsiella	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA391323	host	sub10	False	PMC5885025	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.00440-18	Genomic Analysis of a Pan-Resistant Isolate of <i>Klebsiella	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA391510	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA391510	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA391510	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA391510	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA391952	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA391952	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA391952	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA391952	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA392853	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA392853	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA392853	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA392853	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA392935	country	sub10	False	PMC5703817	abstract	False	False	https://doi.org/10.1128/jcm.01069-17	Rapid Nanopore Sequencing of Plasmids and Resistance Gene De	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA392935	collection_date	sub10	False	PMC5703817	abstract	False	False	https://doi.org/10.1128/jcm.01069-17	Rapid Nanopore Sequencing of Plasmids and Resistance Gene De	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA392935	isolation_source	sub10	False	PMC5703817	abstract	False	False	https://doi.org/10.1128/jcm.01069-17	Rapid Nanopore Sequencing of Plasmids and Resistance Gene De	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA392935	host	sub10	False	PMC5703817	abstract	False	False	https://doi.org/10.1128/jcm.01069-17	Rapid Nanopore Sequencing of Plasmids and Resistance Gene De	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA393050	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA393050	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA393050	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA393050	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA393721	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA393721	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA393721	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA393721	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA396838	country	sub10	False	PMC5890751	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkx456	Illumina short-read and MinION long-read WGS to characterize	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA396838	collection_date	sub10	False	PMC5890751	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkx456	Illumina short-read and MinION long-read WGS to characterize	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA396838	isolation_source	sub10	False	PMC5890751	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkx456	Illumina short-read and MinION long-read WGS to characterize	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA396838	host	sub10	False	PMC5890751	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkx456	Illumina short-read and MinION long-read WGS to characterize	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA398291	country	sub10	False	PMC6004858	europepmc_fulltext	True	True	https://doi.org/10.3201/eid2406.171648	Genomic Epidemiology of Global Carbapenemase-Producing Enter	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA398291	collection_date	sub10	False	PMC6004858	europepmc_fulltext	True	True	https://doi.org/10.3201/eid2406.171648	Genomic Epidemiology of Global Carbapenemase-Producing Enter	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA398291	isolation_source	sub10	False	PMC6004858	europepmc_fulltext	True	True	https://doi.org/10.3201/eid2406.171648	Genomic Epidemiology of Global Carbapenemase-Producing Enter	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA398291	host	sub10	False	PMC6004858	europepmc_fulltext	True	True	https://doi.org/10.3201/eid2406.171648	Genomic Epidemiology of Global Carbapenemase-Producing Enter	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA398365	country	sub10	False	PMC5848804	europepmc_fulltext	True	True	https://doi.org/10.1093/gigascience/gix132	Efficient generation of complete sequences of MDR-encoding p	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA398365	collection_date	sub10	False	PMC5848804	europepmc_fulltext	True	True	https://doi.org/10.1093/gigascience/gix132	Efficient generation of complete sequences of MDR-encoding p	False	False	False	residual_per_sample	1		abstained_other	0	0	0	1	not_generated	EXHAUSTED	abstained_other
PRJNA398365	isolation_source	sub10	False	PMC5848804	europepmc_fulltext	True	True	https://doi.org/10.1093/gigascience/gix132	Efficient generation of complete sequences of MDR-encoding p	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA398365	host	sub10	False	PMC5848804	europepmc_fulltext	True	True	https://doi.org/10.1093/gigascience/gix132	Efficient generation of complete sequences of MDR-encoding p	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA40025	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA40025	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA40025	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA40025	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA40049	country	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA40049	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA40049	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA40049	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA401330	country	sub10	False	PMC6321870	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000233	The resistomes of six carbapenem-resistant pathogens - a cri	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA401330	collection_date	sub10	False	PMC6321870	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000233	The resistomes of six carbapenem-resistant pathogens - a cri	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA401330	isolation_source	sub10	False	PMC6321870	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000233	The resistomes of six carbapenem-resistant pathogens - a cri	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA401330	host	sub10	False	PMC6321870	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000233	The resistomes of six carbapenem-resistant pathogens - a cri	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA407116	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA407116	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA407116	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA407116	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA408214	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA408214	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA408214	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA408214	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA411885	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA411885	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA411885	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA411885	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA412918	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA412918	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA412918	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA412918	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA414678	country	sub10	False	PMC5754483	europepmc_fulltext	True	True	https://doi.org/10.1128/genomea.01377-17	Draft Genome Sequence of Singapore <i>Klebsiella pneumoniae<	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA414678	collection_date	sub10	False	PMC5754483	europepmc_fulltext	True	True	https://doi.org/10.1128/genomea.01377-17	Draft Genome Sequence of Singapore <i>Klebsiella pneumoniae<	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA414678	isolation_source	sub10	False	PMC5754483	europepmc_fulltext	True	True	https://doi.org/10.1128/genomea.01377-17	Draft Genome Sequence of Singapore <i>Klebsiella pneumoniae<	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA414678	host	sub10	False	PMC5754483	europepmc_fulltext	True	True	https://doi.org/10.1128/genomea.01377-17	Draft Genome Sequence of Singapore <i>Klebsiella pneumoniae<	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA419295	country	sub10	False	PMC6021667	abstract	False	False	https://doi.org/10.1128/aac.02457-17	Characterization of Extensively Drug-Resistant or Pandrug-Re	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA419295	collection_date	sub10	False	PMC6021667	abstract	False	False	https://doi.org/10.1128/aac.02457-17	Characterization of Extensively Drug-Resistant or Pandrug-Re	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA419295	isolation_source	sub10	False	PMC6021667	abstract	False	False	https://doi.org/10.1128/aac.02457-17	Characterization of Extensively Drug-Resistant or Pandrug-Re	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA419295	host	sub10	False	PMC6021667	abstract	False	False	https://doi.org/10.1128/aac.02457-17	Characterization of Extensively Drug-Resistant or Pandrug-Re	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA419722	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA419722	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA419722	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA419722	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA420100	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA420100	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA420100	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA420100	host	sub10	True		none	False	False			False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA420753	country	sub10	False	PMC5826117	abstract	False	False	https://doi.org/10.1128/aac.02101-17	Successive Emergence of Ceftazidime-Avibactam Resistance thr	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA420753	collection_date	sub10	False	PMC5826117	abstract	False	False	https://doi.org/10.1128/aac.02101-17	Successive Emergence of Ceftazidime-Avibactam Resistance thr	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA420753	isolation_source	sub10	False	PMC5826117	abstract	False	False	https://doi.org/10.1128/aac.02101-17	Successive Emergence of Ceftazidime-Avibactam Resistance thr	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA420753	host	sub10	False	PMC5826117	abstract	False	False	https://doi.org/10.1128/aac.02101-17	Successive Emergence of Ceftazidime-Avibactam Resistance thr	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA428749	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA428749	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA428749	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA428749	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA429995	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA429995	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA429995	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA429995	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA431464	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA431464	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA431464	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA431464	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA432294	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA432294	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA432294	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA432294	host	sub10	True		none	False	False			False	False	False	covered	3			3	0	0	3	not_generated	FILLED	whole_field
PRJNA436343	country	sub10	False	PMC6256504	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01057-18	Draft Genome Sequences of Two Carbapenemase-Producing Klebsi	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA436343	collection_date	sub10	False	PMC6256504	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01057-18	Draft Genome Sequences of Two Carbapenemase-Producing Klebsi	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA436343	isolation_source	sub10	False	PMC6256504	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01057-18	Draft Genome Sequences of Two Carbapenemase-Producing Klebsi	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA436343	host	sub10	False	PMC6256504	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01057-18	Draft Genome Sequences of Two Carbapenemase-Producing Klebsi	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA438300	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA438300	collection_date	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA438300	isolation_source	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA438300	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA445318	country	sub10	False	PMC6256697	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01083-18	Draft Genome Sequence of Dyella sp. Strain C9, Isolated from	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA445318	collection_date	sub10	False	PMC6256697	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01083-18	Draft Genome Sequence of Dyella sp. Strain C9, Isolated from	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA445318	isolation_source	sub10	False	PMC6256697	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01083-18	Draft Genome Sequence of Dyella sp. Strain C9, Isolated from	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA445318	host	sub10	False	PMC6256697	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01083-18	Draft Genome Sequence of Dyella sp. Strain C9, Isolated from	False	False	False	covered	1			1	0	0	1	not_generated	FILLED	whole_field
PRJNA445372	country	sub10	False		abstract	False	False	https://doi.org/10.1016/j.ijantimicag.2020.105903	KPC-2-producing Klebsiella pneumoniae ST147 in a neonatal un	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA445372	collection_date	sub10	False		abstract	False	False	https://doi.org/10.1016/j.ijantimicag.2020.105903	KPC-2-producing Klebsiella pneumoniae ST147 in a neonatal un	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA445372	isolation_source	sub10	False		abstract	False	False	https://doi.org/10.1016/j.ijantimicag.2020.105903	KPC-2-producing Klebsiella pneumoniae ST147 in a neonatal un	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA445372	host	sub10	False		abstract	False	False	https://doi.org/10.1016/j.ijantimicag.2020.105903	KPC-2-producing Klebsiella pneumoniae ST147 in a neonatal un	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA449090	country	sub10	False	PMC6965585	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01408-19	Complete Genome Sequence of Klebsiella pneumoniae Strain TK4	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA449090	collection_date	sub10	False	PMC6965585	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01408-19	Complete Genome Sequence of Klebsiella pneumoniae Strain TK4	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA449090	isolation_source	sub10	False	PMC6965585	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01408-19	Complete Genome Sequence of Klebsiella pneumoniae Strain TK4	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA449090	host	sub10	False	PMC6965585	europepmc_fulltext	True	True	https://doi.org/10.1128/mra.01408-19	Complete Genome Sequence of Klebsiella pneumoniae Strain TK4	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA450215	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA450215	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	2		NO_PMCID	0	0	0	2	not_generated	EXHAUSTED	no_paper_findable
PRJNA450215	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	3		NO_PMCID	0	0	0	3	not_generated	EXHAUSTED	no_paper_findable
PRJNA450215	host	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA454281	country	sub10	False	PMC6327872	europepmc_fulltext	True	True	https://doi.org/10.1136/vetreco-2018-000307	Prevalence of faecal carriage of extended-spectrum β-lactama	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA454281	collection_date	sub10	False	PMC6327872	europepmc_fulltext	True	True	https://doi.org/10.1136/vetreco-2018-000307	Prevalence of faecal carriage of extended-spectrum β-lactama	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA454281	isolation_source	sub10	False	PMC6327872	europepmc_fulltext	True	True	https://doi.org/10.1136/vetreco-2018-000307	Prevalence of faecal carriage of extended-spectrum β-lactama	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA454281	host	sub10	False	PMC6327872	europepmc_fulltext	True	True	https://doi.org/10.1136/vetreco-2018-000307	Prevalence of faecal carriage of extended-spectrum β-lactama	False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA456216	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJNA456216	collection_date	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA456216	isolation_source	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA456216	host	sub10	True		none	False	False			False	False	False	residual_per_sample	1		NO_PMCID	0	0	0	1	not_generated	EXHAUSTED	no_paper_findable
PRJNA456219	country	sub10	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
